"name","sport","height","weight","age","link","img","gender"
"David Lee","volleyball",80,230,34.4356164383562,"http://www.teamusa.org/usa-volleyball/athletes/David-Lee-Volleyball","http://www.teamusa.org/~/media/USA_Volleyball/Images/Athlete-Head-Shots/Men-Indoor/USA4DavidLee.jpg","M"
"David Smith","volleyball",80,200,31.2465753424658,"http://www.teamusa.org/usa-volleyball/athletes/David-Smith","http://www.teamusa.org/~/media/USA_Volleyball/Images/Athlete-Head-Shots/Men-Indoor/USA20DavidSmith.jpg","M"
"DeAndre Jordan","basketball",83,265,28.0602739726027,"http://www.teamusa.org/usa-basketball/athletes/DeAndre-Jordan","http://www.teamusa.org/~/media/TeamUSA/Basketball/Men_Group/Jordan_DeAndre_150x250.JPG","M"
"DeAnna Price","track and field",68,220,23.1753424657534,"http://www.teamusa.org/usa-track-and-field/athletes/Deanna-Price","http://www.teamusa.org/~/media/TeamUSA/Headshots/Pam-Am-Games-2015/Track-and-Field/Athletics_Price_Deanna.jpg","F"
"DeMar DeRozan","basketball",79,220,27.013698630137,"http://www.teamusa.org/usa-basketball/athletes/DeMar-DeRozan","http://www.teamusa.org/~/media/TeamUSA/Basketball/Men_Group/DeRozan_DeMar_150x250.jpg","M"
"DeMarcus Cousins","basketball",83,270,25.9972602739726,"http://www.teamusa.org/usa-basketball/athletes/DeMarcus-Cousins","http://www.teamusa.org/~/media/TeamUSA/Basketball/Cousins_DeMarcus/cousins_demarcus_150x250.jpg","M"
"Denis Kudla","tennis",71,175,23.9835616438356,"http://www.teamusa.org/usa-tennis/athletes/Denis-Kudla","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicHopefuls/Kudla_Denis_150x250.jpg","M"
"Desiree Linden","track and field",61,96,33.0520547945206,"http://www.teamusa.org/usa-track-and-field/athletes/Desiree-Davila","http://www.teamusa.org/~/media/TeamUSA/Headshots/Pam-Am-Games-2015/Track-and-Field/Athletics_Davila_Desiree.jpg","F"
"Devery Karz","rowing",68,130,28.4821917808219,"http://www.teamusa.org/us-rowing/athletes/Devery-Karz","http://www.teamusa.org/~/media/TeamUSA/RioHeadshots/karz_devery_150x250.jpg","F"
"Devin McEwan","canoe kayak",70,170,31.8383561643836,"http://www.teamusa.org/usa-canoe-kayak/athletes/Devin-McEwan","http://www.teamusa.org/~/media/USA_Canoe_Kayak/Images/Headshots/Devin-McEwan.jpg","M"
"Diana Taurasi","basketball",72,155,34.1753424657534,"http://www.teamusa.org/usa-basketball/athletes/Diana-Taurasi","http://www.teamusa.org/~/media/TeamUSA/Basketball/Headshots/Taurasi_Diana_150x250_1.jpg","F"
"Donn Cabral","track and field",70,150,26.6657534246575,"http://www.teamusa.org/usa-track-and-field/athletes/Donn-Cabral","http://www.teamusa.org/~/media/USA_Paralympics/Headshots/cabralhead.jpg","M"
"Edward King","rowing",76,170,27.1616438356164,"http://www.teamusa.org/us-rowing/athletes/Edward-King","http://www.teamusa.org/~/media/TeamUSA/Rowing/Misc/King_Edward_150x250.jpg","M"
"Eleanor Logan","rowing",74,190,28.627397260274,"http://www.teamusa.org/us-rowing/athletes/Eleanor-Logan","http://www.teamusa.org/~/media/TeamUSA/Rowing/Misc/Logan_Elle_150x250.jpg","F"
"Elena Delle Donne","basketball",77,190,26.9342465753425,"http://www.teamusa.org/usa-basketball/athletes/Elena-Delle-Donne","http://www.teamusa.org/~/media/TeamUSA/RioHeadshots/Delle_Donne_Elena_150x250.jpg","F"
"Elena Pirozhkova","wrestling",66,158,29.8328767123288,"http://www.teamusa.org/usa-wrestling/athletes/Elena-Pirozhkova","http://www.teamusa.org/~/media/USA_Wrestling/Athlete-Bios/2015-Athlete-Mugs/ElenaPirozhkova150x250.jpg","F"
"Eli Dershwitz","fencing",73,165,20.8821917808219,"http://www.teamusa.org/usa-fencing/athletes/Eli-Dershwitz","http://www.teamusa.org/~/media/TeamUSA/RioHeadshots/Dershwitz_eli_150x250_1.jpg","M"
"Elizabeth Beisel","swimming",66,146,23.9808219178082,"http://www.teamusa.org/usa-swimming/athletes/Elizabeth-Beisel","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicTeam/Swimming/Beisel_Elizabeth_150x250.jpg","F"
"Emil Milev","shooting",70,185,48.2931506849315,"http://www.teamusa.org/usa-shooting/athletes/Emil-Milev","http://www.teamusa.org/~/media/TeamUSA/Headshots/Pam-Am-Games-2015/Shooting/Shooting_Milev_Emil.jpg","M"
"Emily Regan","rowing",74,178,28.172602739726,"http://www.teamusa.org/us-rowing/athletes/Emily-Regan","http://www.teamusa.org/~/media/TeamUSA/Rowing/Misc/Regan_Emily_150x250.jpg","F"
"Emma Coburn","track and field",68,120,25.813698630137,"http://www.teamusa.org/usa-track-and-field/athletes/Emma-Coburn","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicHopefuls/coburn_emma_150x250.jpg","F"
"English Gardner","track and field",66,120,24.3041095890411,"http://www.teamusa.org/para-track-and-field/athletes/English-Gardner","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicHopefuls/Gardner_English_150x250.jpg","F"
"Enkelejda Shehaj","shooting",64,126,47.5643835616438,"http://www.teamusa.org/usa-shooting/athletes/Enkelejda-Shehaj","http://www.teamusa.org/~/media/TeamUSA/RioHeadshots/shehaj_enkelejda_150x250.jpg","F"
"Erik Kynard","track and field",76,198,25.5205479452055,"http://www.teamusa.org/usa-track-and-field/athletes/Erik-Kynard","http://www.teamusa.org/~/media/USA_Paralympics/Headshots/aug-17/kynardhead.jpg","M"
"Erik Shoji","volleyball",72,165,26.9671232876712,"http://www.teamusa.org/usa-volleyball/athletes/Erik-Shoji","http://www.teamusa.org/~/media/USA_Volleyball/Images/Athlete-Head-Shots/Men-Indoor/USA22ErikShoji.jpg","M"
"Eva Lee","badminton",66,130,30.0164383561644,"http://www.teamusa.org/usa-badminton/athletes/Eva-Lee","http://www.teamusa.org/~/media/USA_Badminton/Images/2016-Athlete-Headshots-for-Web/EvaLee_web.jpg","F"
"Evan Jager","track and field",74,145,27.4301369863014,"http://www.teamusa.org/usa-track-and-field/athletes/Evan-Jager","http://www.teamusa.org/~/media/TeamUSA/Galleries/Evan-Jager-2012/head.jpg","M"
"Felice Mueller","rowing",73,160,26.8246575342466,"http://www.teamusa.org/us-rowing/athletes/Felice-Mueller","http://www.teamusa.org/~/media/TeamUSA/Rowing/Misc/mueller_felice_150x250.jpg","F"
"Folau Niua","rugby",72,196,31.5424657534247,"http://www.teamusa.org/usa-rugby/athletes/Folau-Niua","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicHopefuls/niua_folau_150x250_2.jpg","M"
"Foluke Akinradewo","volleyball",75,170,28.8547945205479,"http://www.teamusa.org/usa-volleyball/athletes/Foluke-Akinradewo","http://www.teamusa.org/~/media/USA_Volleyball/Images/Athlete-Head-Shots/Women-Indoor/FolukeAkinradewo-p.jpg","F"
"Francena McCorory","track and field",67,151,27.8109589041096,"http://www.teamusa.org/usa-track-and-field/athletes/Francena-McCorory","http://www.teamusa.org/~/media/TeamUSA/Galleries/Francena-McCorory-2012/head.jpg","F"
"Frank Thompson","shooting",71,175,28.4219178082192,"http://www.teamusa.org/usa-shooting/athletes/Frank-Thompson","http://www.teamusa.org/~/media/TeamUSA/Shooting/Thompson_Frank/Thompson_Frank_headshot_150x250.jpg","M"
"Gabby Douglas","gymnastics",62,110,20.6109589041096,"http://www.teamusa.org/usa-gymnastics/athletes/Gabrielle-Douglas","http://www.teamusa.org/~/media/TeamUSA/Galleries/Gabrielle-Douglas-2012/GabbyDouglas_headshot.jpg","F"
"Galen Rupp","track and field",71,135,30.2657534246575,"http://www.teamusa.org/usa-track-and-field/athletes/Galen-Rupp","http://www.teamusa.org/~/media/TeamUSA/TrackAndField/Rupp_Galen/Rupp_Galen_150x250.jpg","M"
"Garrett Bender","rugby",76,230,24.6931506849315,"http://www.teamusa.org/usa-rugby/athletes/Garrett-Bender","http://www.teamusa.org/~/media/TeamUSA/Headshots/Pam-Am-Games-2015/Rugby-Men/Rugby_Men_Bender_Garrett.jpg","M"
"Gary Russell","boxing",68,141,20.1561643835616,"http://www.teamusa.org/usa-boxing/athletes/Gary-Antuanne-Russell","http://www.teamusa.org/~/media/USA_Boxing/Images/Athlete-Photos/Olympic-poster-photos/Gary-website.jpg","M"
"Gerek Meinhardt","fencing",72,170,26.0438356164384,"http://www.teamusa.org/usa-fencing/athletes/Gerek-Meinhardt","http://www.teamusa.org/~/media/TeamUSA/Headshots/Pam-Am-Games-2015/Fencing/Meinhardt_gerek.jpg","M"
"Gerina Piller","golf",67,142,31.3753424657534,"http://www.teamusa.org/usa-golf/athletes/Gerina-Piller","http://www.teamusa.org/~/media/USA_Golf/headshots/Gerina-white-background2.jpg","F"
"Gevvie Stone","rowing",72,157,31.0904109589041,"http://www.teamusa.org/us-rowing/athletes/Genevra-Stone","http://www.teamusa.org/~/media/USA_Paralympics/Images/Headshots/App-Headshot-Additions/Stone_150x250.jpg","F"
"Glenn Eller","shooting",74,180,34.6027397260274,"http://www.teamusa.org/usa-shooting/athletes/WaltonGlenn-Eller","http://www.teamusa.org/~/media/TeamUSA/Headshots/Pam-Am-Games-2015/Shooting/Shooting_Eller_Walton.jpg","M"
"Glenn Ochal","rowing",76,210,30.4520547945205,"http://www.teamusa.org/us-rowing/athletes/Glenn-Ochal","http://www.teamusa.org/~/media/TeamUSA/Rowing/Misc/Ochal_Glenn_150x250.jpg","M"
"Grace Latz","rowing",72,175,28.4739726027397,"http://www.teamusa.org/us-rowing/athletes/Grace-Latz","http://www.teamusa.org/~/media/TeamUSA/Rowing/Misc/Latz_Grace_150x250_1.jpg","F"
"Grace Luczak","rowing",75,170,27.2191780821918,"http://www.teamusa.org/us-rowing/athletes/Grace-Luczak","http://www.teamusa.org/~/media/TeamUSA/Rowing/Misc/luczak_grace_150x250.jpg","F"
"Greg Billington","triathlon",69,145,27.2027397260274,"https://www.teamusa.org/usa-triathlon/athletes/Greg-Billington","http://www.teamusa.org/~/media/USA_Triathlon/Images/Athletes/Greg-Billington/Greg-Billington-2015.jpg","M"
"Gwen Jorgensen","triathlon",70,130,30.3013698630137,"https://www.teamusa.org/usa-triathlon/athletes/Gwen-Jorgensen","http://www.teamusa.org/~/media/USA_Triathlon/Images/Athletes/Gwen-Jorgensen/2015-Gwen-Jorgensen.jpg","F"
"Haley Anderson","swimming",70,150,24.7260273972603,"http://www.teamusa.org/usa-swimming/athletes/Haley-Anderson","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicTeam/Swimming/Anderson_haley_150x250.jpg","F"
"Haley Augello","wrestling",62,118,21.8164383561644,"http://www.teamusa.org/usa-wrestling/athletes/Haley-Augello","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicHopefuls/wrestling_augello_haley_150x250.jpg","F"
"Hali Flickinger","swimming",65,115,22.0958904109589,"http://www.teamusa.org/usa-swimming/athletes/Hali-Flickinger","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicTeam/Swimming/flickinger_hali_150x250.jpg","F"
"Hans Struzyna","rowing",74,200,27.3671232876712,"http://www.teamusa.org/us-rowing/athletes/Hans-Struzyna","http://www.teamusa.org/~/media/TeamUSA/Rowing/Misc/Struzyna_Hans_150x250.jpg","M"
"Harrison Barnes","basketball",80,225,24.2,"http://www.teamusa.org/usa-basketball/athletes/Harrison-Barnes","http://www.teamusa.org/~/media/TeamUSA/Basketball/Barnes_Harrison/barnes_harrison_150x250.jpg","M"
"Heather Miller-Koch","track and field",69,140,29.372602739726,"http://www.teamusa.org/usa-track-and-field/athletes/Heather-Miller-Koch","http://www.teamusa.org/~/media/TeamUSA/Headshots/Pam-Am-Games-2015/Track-and-Field/Athletics_Miller_Heather.jpg","F"
"Henrik Rummel","rowing",77,215,28.8794520547945,"http://www.teamusa.org/us-rowing/athletes/Henrik-Rummel","http://www.teamusa.org/~/media/TeamUSA/Rowing/Rummel_Henrik/Rummel_Henrik_150x250.jpg","M"
"Hope Solo","soccer",69,148,35.041095890411,"http://www.teamusa.org/us-soccer/athletes/Hope-Solo","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicTeam/Soccer/Solo_Hope_150x250.jpg","F"
"Howard Grotts","cycling",67,130,23.5780821917808,"http://www.teamusa.org/usa-cycling/athletes/Howard-Grotts","http://www.teamusa.org/~/media/TeamUSA/Cycling/Grotts_Howard/Grotts_Howard_150x250.jpg","F"
"Howard Shu","badminton",73,165,25.7041095890411,"http://www.teamusa.org/usa-badminton/athletes/Howard-Shu","http://www.teamusa.org/~/media/USA_Badminton/Images/2016-Athlete-Headshots-for-Web/HowardShu_web.jpg","M"
"Ibtihaj Muhammad","fencing",67,150,30.6904109589041,"http://www.teamusa.org/usa-fencing/athletes/Ibtihaj-Muhammad","http://www.teamusa.org/~/media/TeamUSA/Images/Muhammad_FEN_120x187.jpg","F"
"Iris Wang","badminton",63,115,21.9397260273973,"http://www.teamusa.org/usa-badminton/athletes/Iris-Wang","http://www.teamusa.org/~/media/USA_Badminton/Images/2016-Athlete-Headshots-for-Web/IrisWang_web.jpg","F"
"Isabella Isaksen","modern pentathlon",68,139,22.7178082191781,"http://www.teamusa.org/usa-modern-pentathlon/athletes/Isabella-Isaksen","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicTeam/Modern-Pentathlon/Isaksen_Isabella_150x250.jpg","F"
"J'Den Cox","wrestling",71,189,21.441095890411,"http://www.teamusa.org/usa-wrestling/athletes/Jden-Cox","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicHopefuls/wrestling_cox_jden_150x250.jpg","M"
"Jack Conger","swimming",76,175,21.8739726027397,"http://www.teamusa.org/usa-swimming/athletes/Jack-Conger","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicTeam/Swimming/Conger_Jack_150x250.jpg","M"
"Jackie Briggs","field hockey",66,140,28.2219178082192,"http://www.teamusa.org/usa-field-hockey/athletes/Jaclyn-Briggs","http://www.teamusa.org/~/media/USA_Field_Hockey/2015-USWNT/2015-16-Headshots/Briggs_150x225.jpg","F"
"Jacob Pebley","swimming",76,190,22.8986301369863,"http://www.teamusa.org/usa-swimming/athletes/Jacob-Pebley","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicTeam/Swimming/Pebley_Jacob_150x250.jpg","M"
"Jake Dalton","gymnastics",65,150,24.9808219178082,"http://www.teamusa.org/usa-gymnastics/athletes/Jake-Dalton","http://www.teamusa.org/~/media/TeamUSA/Headshots/dalton_jake_2015_150x250.jpg","M"
"Jake Gibb","volleyball",79,210,40.5232876712329,"http://www.teamusa.org/usa-volleyball/athletes/Jake-Gibb","http://www.teamusa.org/~/media/USA_Volleyball/Images/Athlete-Head-Shots/Beach-Volleyball/Web-JakeGibb2014.jpg","M"
"Jamie Subandhi","badminton",64,128,26.6575342465753,"http://www.teamusa.org/usa-badminton/athletes/Jamie-Subandhi","http://www.teamusa.org/~/media/USA_Badminton/Images/2016-Athlete-Headshots-for-Web/JamieSubandhi_web.jpg","F"
"Janay DeLoach","track and field",65,128,30.8356164383562,"http://www.teamusa.org/usa-track-and-field/athletes/Janay-DeLoach","http://www.teamusa.org/~/media/TeamUSA/Galleries/Janay-Deloach-2012/head.jpg","F"
"Jay Litherland","swimming",72,175,20.9643835616438,"http://www.teamusa.org/usa-swimming/athletes/Jay-Litherland","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicTeam/Swimming/Litherland_Jay_150x250.jpg","M"
"Jay Shi","shooting",68,135,37.4739726027397,"http://www.teamusa.org/usa-shooting/athletes/Jay-Shi","http://www.teamusa.org/~/media/TeamUSA/Headshots/Pam-Am-Games-2015/Shooting/Shooting_Shi_Jay.jpg","M"
"Jeff Porter","track and field",72,190,30.7095890410959,"http://www.teamusa.org/usa-track-and-field/athletes/Jeff-Porter","http://www.teamusa.org/~/media/USA_Paralympics/Headshots/aug-17/porterhead.jpg","M"
"Jeffrey Henderson","track and field",72,189,27.4767123287671,"http://www.teamusa.org/usa-track-and-field/athletes/Jeff-Henderson","http://www.teamusa.org/~/media/TeamUSA/Headshots/Pam-Am-Games-2015/Track-and-Field/Athletics_Henderson_Jeffery.jpg","M"
"Jenn Suhr","track and field",72,145,34.5205479452055,"http://www.teamusa.org/usa-track-and-field/athletes/Jennifer-Suhr","http://www.teamusa.org/~/media/USA_Paralympics/Headshots/suhrhead.jpg","F"
"Jennifer Valente","cycling",69,165,21.6301369863014,"http://www.teamusa.org/usa-cycling/athletes/Jennifer-Valente","http://www.teamusa.org/~/media/TeamUSA/Headshots/Pam-Am-Games-2015/Cycling-Women/Cycling_Track_Valente_Jennifer.jpg","F"
"Jenny Arthur","weightlifting",65,165,22.6657534246575,"http://www.teamusa.org/usa-weightlifting/athletes/Jenny-Arthur","http://www.teamusa.org/~/media/TeamUSA/Images/11Hopefuls/Jenny_Arthur.jpg","F"
"Jenny Simpson","track and field",65,118,29.972602739726,"http://www.teamusa.org/usa-track-and-field/athletes/Jenny-Simpson","http://www.teamusa.org/~/media/TeamUSA/TrackAndField/Simpson_Jennifer/Simpson_Jenny_150x250.jpg","F"
"Jesse Smith","water polo",76,233,33.2986301369863,"http://www.teamusa.org/usa-water-polo/athletes/Jesse-Smith","http://www.teamusa.org/~/media/TeamUSA/Headshots/Pam-Am-Games-2015/Water-Polo-Men/Water_Polo_Men_Smith_Jesse.jpg","M"
"Jesse Thielke","wrestling",67,150,24.172602739726,"http://www.teamusa.org/usa-wrestling/athletes/Jesse-Thielke","http://www.teamusa.org/~/media/USA_Wrestling/Athlete-Bios/2015-Athlete-Mugs/JesseThielke150x250.jpg","M"
"Jessica Javelet","rugby",66,140,31.1342465753425,"http://www.teamusa.org/usa-rugby/athletes/Jessica-Javelet","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicHopefuls/javelet_jessica_150x250.jpg","F"
"Jessica Parratto","diving",62,112,22.1260273972603,"http://www.teamusa.org/usa-diving/athletes/Jessica-Parratto","http://www.teamusa.org/~/media/USA-Diving/Headshots/Parratto-Jessica-headshot.jpg","F"
"Jiaqi Zheng","table tennis",65,94,28.5315068493151,"http://www.teamusa.org/usa-table-tennis/athletes/Jiaqi-Zheng","http://www.teamusa.org/~/media/USA_Table_Tennis/Images/National-Team/2016/Olympic-Team/Zheng_Jiaqi150x250.jpg","F"
"Jill Witmer","field hockey",62,116,24.8630136986301,"http://www.teamusa.org/usa-field-hockey/athletes/Jill-Witmer","http://www.teamusa.org/~/media/USA_Field_Hockey/2015-USWNT/2015-16-Headshots/Witmer_Small.jpg","F"
"Jillion Potter","rugby",70,175,30.1068493150685,"http://www.teamusa.org/usa-rugby/athletes/Jillion-Potter","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicHopefuls/rugby_Potter_Jillion_150x250_2.jpg","F"
"Jimmy Butler","basketball",79,220,26.9095890410959,"http://www.teamusa.org/usa-basketball/athletes/Jimmy-Butler","http://www.teamusa.org/~/media/TeamUSA/Basketball/Butler_Jimmy/Butler_Jimmy_150x250.jpg","M"
"Jimmy Feigen","swimming",77,215,26.8767123287671,"http://www.teamusa.org/usa-swimming/athletes/Jimmy-Feigen","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicTeam/Swimming/Feigen_Jimmy_150x250.jpg","M"
"Joe Kovacs","track and field",72,295,27.1232876712329,"http://www.teamusa.org/usa-track-and-field/athletes/Joe-Kovacs","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicHopefuls/track_Kovacs_Joe_150x250_1.jpg","M"
"Joe Maloy","triathlon",69,142,30.6465753424658,"https://www.teamusa.org/usa-triathlon/athletes/Maloy","http://www.teamusa.org/~/media/USA_Triathlon/Images/Athletes/Joe-Maloy/Joe_Maloy_2015.jpg","M"
"Joe Morris","sailing",70,176,26.986301369863,"http://www.teamusa.org/us-sailing/athletes/Joe-Morris","http://www.teamusa.org/~/media/TeamUSA/RioHeadshots/Morris_Joe_150x250.jpg","M"
"John Mann","water polo",78,250,31.1287671232877,"http://www.teamusa.org/usa-water-polo/athletes/John-Mann","http://www.teamusa.org/~/media/TeamUSA/Headshots/Pam-Am-Games-2015/Water-Polo-Men/Water_Polo_Men_Mann_John.jpg","M"
"John Nunn","track and field",74,172,38.5287671232877,"http://www.teamusa.org/usa-track-and-field/athletes/John-Nunn","http://www.teamusa.org/~/media/TeamUSA/Galleries/John-Nunn-2012/Nunn_John_Headshot.jpg","M"
"Jordan Burroughs","wrestling",67,175,28.0958904109589,"http://www.teamusa.org/USA-Wrestling/Athlete-Bios/BU/Jordan-Burroughs","http://www.teamusa.org/~/media/USA_Wrestling/Athlete-Bios/2015-Athlete-Mugs/JordanBurroughs150x250.jpg","M"
"Jordan Larson","volleyball",74,150,29.8246575342466,"http://www.teamusa.org/usa-volleyball/athletes/Jordan-LarsonBurbach","http://www.teamusa.org/~/media/USA_Volleyball/Images/WNT/2013-Head-Shots/USAVJordanLarsonBurbach.jpg","F"
"Jordan Wilimovsky","swimming",69,150,22.3041095890411,"http://www.teamusa.org/usa-swimming/athletes/Jordan-Wilimovsky","http://www.teamusa.org/~/media/TeamUSA/Headshots/wilimovskyhead.jpg","M"
"Jordan Wilimovsky","swimming",69,150,22.3041095890411,"http://www.teamusa.org/usa-swimming/athletes/Jordan-Wilimovsky","http://www.teamusa.org/~/media/TeamUSA/Headshots/wilimovskyhead.jpg","M"
"Jordan Wilimovsky","swimming",70,150,22.3041095890411,"http://www.teamusa.org/usa-swimming/athletes/Jordan-Wilimovsky","http://www.teamusa.org/~/media/TeamUSA/Headshots/wilimovskyhead.jpg","M"
"Jordan Wilimovsky","swimming",70,150,22.3041095890411,"http://www.teamusa.org/usa-swimming/athletes/Jordan-Wilimovsky","http://www.teamusa.org/~/media/TeamUSA/Headshots/wilimovskyhead.jpg","M"
"Josh Prenot","swimming",71,167,23.0383561643836,"http://www.teamusa.org/usa-swimming/athletes/Josh-Prenot","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicTeam/Swimming/Prenot_Josh_150x250.jpg","M"
"Josh Richmond","shooting",74,200,30.6493150684932,"http://www.teamusa.org/usa-shooting/athletes/Joshua-Richmond","http://www.teamusa.org/~/media/TeamUSA/RioHeadshots/richmond_joshua_150x250.jpg","M"
"Josh Samuels","water polo",76,210,25.0958904109589,"http://www.teamusa.org/usa-water-polo/athletes/Joshua-Samuels","http://www.teamusa.org/~/media/TeamUSA/Headshots/Pam-Am-Games-2015/Water-Polo-Men/Water_Polo_Men_Samuels_Josh.jpg","M"
"Joshua Konieczny","rowing",71,165,25.213698630137,"http://www.teamusa.org/us-rowing/athletes/Josh-Konieczny","http://www.teamusa.org/~/media/TeamUSA/RioHeadshots/Konieczny_Josh_150x250.jpg","M"
"Julia Reinprecht","field hockey",63,127,25.0849315068493,"http://www.teamusa.org/usa-field-hockey/athletes/Julia-Reinprecht","http://www.teamusa.org/~/media/USA_Field_Hockey/2015-USWNT/2015-16-Headshots/JReinprecht150x225.jpg","F"
"Julie Johnston","soccer",67,144,24.3479452054795,"http://www.teamusa.org/us-soccer/athletes/Julie-Johnston","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicTeam/Soccer/Johnston_julie_150x250.jpg","F"
"Justin Gatlin","track and field",73,177,34.5068493150685,"http://www.teamusa.org/usa-track-and-field/athletes/Justin-Gatlin","http://www.teamusa.org/~/media/TeamUSA/Images/11Hopefuls/Gatlin_Justin_track_150x250.jpg","M"
"Kaleigh Gilchrist","water polo",69,170,24.2383561643836,"http://www.teamusa.org/usa-water-polo/athletes/Kaleigh-Gilchrist","http://www.teamusa.org/~/media/TeamUSA/Headshots/Pam-Am-Games-2015/Water-Polo-Women/Water_Polo_Women_-Gilchrist_Kaleigh.jpg","F"
"Kami Craig","water polo",71,195,29.0630136986301,"http://www.teamusa.org/usa-water-polo/athletes/Kami-Craig","http://www.teamusa.org/~/media/TeamUSA/Headshots/Pam-Am-Games-2015/Water-Polo-Women/Water_Polo_Women_-Craig_Kameryn.jpg","F"
"Kanak Jha","table tennis",65,114,16.1397260273973,"http://www.teamusa.org/usa-table-tennis/athletes/Kanak-Jha","http://www.teamusa.org/~/media/USA_Table_Tennis/Images/National-Team/2016/Olympic-Team/JHA_Kanak150x250.jpg","M"
"Kara Winger","track and field",72,185,30.3424657534247,"http://www.teamusa.org/usa-track-and-field/athletes/Kara-Patterson","http://www.teamusa.org/~/media/TeamUSA/TrackAndField/Winger_Kara/Winger_Kara_150x250_2.jpg","F"
"Karsta Lowe","volleyball",76,180,23.5205479452055,"http://www.teamusa.org/usa-volleyball/athletes/Karsta-Lowe","http://www.teamusa.org/~/media/USA_Volleyball/Images/Athlete-Head-Shots/Women-Indoor/KarstaLowe.jpg","F"
"Kat Sharkey","field hockey",64,128,26.2849315068493,"http://www.teamusa.org/usa-field-hockey/athletes/Kathleen-Sharkey","http://www.teamusa.org/~/media/USA_Field_Hockey/2015-USWNT/2015-16-Headshots/Sharkey_150x225.jpg","F"
"Kate Bertko","rowing",69,128,32.7643835616438,"http://www.teamusa.org/us-rowing/athletes/Kate-Bertko","http://www.teamusa.org/~/media/TeamUSA/RioHeadshots/Bertko_Kate_150x250.jpg","F"
"Katelin Snyder","rowing",64,110,28.9917808219178,"http://www.teamusa.org/us-rowing/athletes/Katelin-Snyder","http://www.teamusa.org/~/media/TeamUSA/Rowing/Snyder_Katelin/snyder_katelin_150x250_1.jpg","F"
"Katelyn Falgowski","field hockey",66,141,27.8027397260274,"http://www.teamusa.org/usa-field-hockey/athletes/Katelyn-Falgowski","http://www.teamusa.org/~/media/USA_Field_Hockey/2015-USWNT/2015-16-Headshots/Falgowski_Small.jpg","F"
"Katharine Holmes","fencing",71,175,23.0739726027397,"http://www.teamusa.org/usa-fencing/athletes/Katharine-Holmes","http://www.teamusa.org/~/media/TeamUSA/RioHeadshots/Holmes_Kat_150x250.jpg","F"
"Kathleen Baker","swimming",68,149,19.4465753424658,"http://www.teamusa.org/usa-swimming/athletes/Kathleen-Baker","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicTeam/Swimming/Baker_Kathleen_150x250.jpg","F"
"Kathryn Johnson","rugby",70,153,24.7972602739726,"http://www.teamusa.org/usa-rugby/athletes/Kathryn-Johnson","http://www.teamusa.org/~/media/TeamUSA/Headshots/Pam-Am-Games-2015/Rugby-Women/Rugby_Women_Johnson_Kathryn.jpg","F"
"Katie Bam","field hockey",61,120,17.6767123287671,"http://www.teamusa.org/usa-field-hockey/athletes/Katie-ODonnell","http://www.teamusa.org/~/media/USA_Field_Hockey/2016-CTD/2016KB_Headshot_edited-1.jpg","F"
"Katie Ledecky","swimming",72,160,19.4,"http://www.teamusa.org/usa-swimming/athletes/Connor-Jaeger","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicTeam/Swimming/Jaeger_connor_150x250.jpg","F"
"Katie Meili","swimming",67,135,25.3232876712329,"http://www.teamusa.org/usa-swimming/athletes/Katie-Meili","http://www.teamusa.org/~/media/TeamUSA/Headshots/2016OlympicTeam/Swimming/Meili_Katie_150x250.jpg","F"
"Katie Reinprecht","field hockey",64,128,26.7780821917808,"http://www.teamusa.org/usa-field-hockey/athletes/Katie-Reinprecht","http://www.teamusa.org/~/media/USA_Field_Hockey/2015-USWNT/2015-16-Headshots/KReinprechtSMall.jpg","F"
"Katrina Young","diving",64,132,24.586301369863,"http://www.teamusa.org/usa-diving/athletes/Katrina-Young","http://www.teamusa.org/~/media/USA-Diving/Headshots/Young-Katrina-headshot.jpg","F"
